"bed","row","col","Unique.ID","Li.600","Genotype","Type"
"F ","19 ","B ","2341",NA,"(WV x TM2) x (WL2 x TM2)","F2"
"F ","20 ","B ","2603",NA,"(WL2 x BH) x (CC x WL2)","F2"
"F ","21 ","A ","2110","256 ","(SQ3 x WL2) x (WL2)","F2"
"F ","22 ","B ","2010","257 ","WL1 x WL2","F1"
"F ","23 ","A ","1602","258 ","BH","Parent"
"F ","23 ","B ","2462",NA,"(WL2) x (WL2 x TM2)","F2"
"F ","24 ","A ","2247","259 ","(WL2 x TM2) x (TM2)","F2"
"F ","24 ","B ","2027","260 ","WL2 x SQ3","F1"
"F ","25 ","B ","2530","261 ","(WL2 x BH) x (WL2 x CC)","F2"
"F ","26 ","A ","1811",NA,"WL1","Parent"
"F ","26 ","B ","1692","262 ","SQ3","Parent"
"F ","27 ","A ","2514","263 ","(WL2 x BH) x (WL2 x CC)","F2"
"F ","27 ","B ","2581","265 ","(WV) x (WV x WL2)","F2"
"F ","28 ","A ","1724","266 ","TM2","Parent"
"F ","39 ","A ","861",NA,"(SQ3 x WL2) x (LV1 x WL2)","F2"
"F ","41 ","A ","1880","267 ","WL2","Parent"
"F ","42 ","B ","1924",NA,"WV","Parent"
"F ","43 ","A ","1959",NA,"YO11","Parent"
"F ","43 ","B ","2285","268 ","(WL2 x TM2) x (TM2)","F2"
"F ","44 ","A ","2214","269 ","(WL2 x BH) x (WL2 x TM2)","F2"
"F ","44 ","B ","2570",NA,"(WV x WL2) x (WL2 x CC)","F2"
"F ","45 ","A ","1871","270 ","WL2","Parent"
"F ","45 ","B ","2290","271 ","(WL2 x TM2) x (WL2 x BH)","F2"
"F ","4 ","C ","2349","272","(WV x WL2) x (WL2 x BH)","F2"
"F ","4 ","D ","2482",NA,"LV1 x WL2","F1"
"F ","5 ","C ","1688",NA,"SQ3","Parent"
"F ","5 ","D ","2497","273 ","(LV1 x WL2) x (YO11 x WL2)","F2"
"F ","6 ","D ","565",NA,"TM2","Parent"
"F ","7 ","C ","2002",NA,"TM2 x WL2","F1"
"F ","7 ","D ","2117",NA,"(SQ3 x WL2) x (WL2)","F2"
"F ","8 ","D ","2267",NA,"(WL2 x TM2) x (TM2)","F2"
"F ","9 ","C ","2087","274 ","(LV1 x WL2) x (WL2)","F2"
"F ","9 ","D ","2195","275 ","(WL2 x BH) x (WL2 x CC)","F2"
"F ","10 ","C ","2189",NA,"(WL2 x BH) x (CC x WL2)","F2"
"F ","10 ","D ","2474","276 ","BH x WL2","F1"
"F ","11 ","C ","2281","277 ","(WL2 x TM2) x (TM2)","F2"
"F ","11 ","D ","2511","280 ","(WL2 x BH) x (WL2 x CC)","F2"
"F ","12 ","C ","2246","281 ","(WL2 x TM2) x (TM2)","F2"
"F ","14 ","C ","2404","282 ","WL1","Parent"
"F ","15 ","C ","2334","285 ","(WV x TM2) x (TM2 x WL2)","F2"
"F ","15 ","D ","2371","286 ","(WV x WL2) x (WV)","F2"
"F ","16 ","C ","2294","287 ","(WL2 x TM2) x (WV x WL2)","F2"
"F ","16 ","D ","2126","288 ","(TM2 x WL2) x (TM2 x BH)","F2"
"F ","17 ","C ","1771",NA,"TM2","Parent"
"F ","18 ","C ","2298","289 ","(WL2 x WV) x (CC x WL2)","F2"
"F ","18 ","D ","64","NA","(LV1 x WL2) x (WL2)","F2"
"F ","19 ","C ","2167","290 ","(TM2 x WL2) x (WL2 x DPR)","F2"
"F ","19 ","D ","2506","291 ","(TM2) x (TM2 x WL2)","F2"
"F ","20 ","C ","2262",NA,"(WL2 x TM2) x (TM2)","F2"
"F ","20 ","D ","381",NA,"(TM2 x WL2) x (YO11 x WL2)","F2"
"F ","21 ","C ","1869",NA,"WL2","Parent"
"F ","22 ","D ","2443","292 ","(LV1 x WL2) x (WL2)","F2"
"F ","23 ","D ","1843","293","WL2","Parent"
"F ","24 ","D ","2629",NA,"WV","Parent"
"F ","25 ","C ","2545","294 ","(WL2 x WV) x (CC x WL2)","F2"
"F ","26 ","C ","2139","295 ","(TM2 x WL2) x (TM2)","F2"
"F ","26 ","D ","2587","296 ","(DPR x TM2) x (TM2 x WL2)","F2"
"F ","27 ","C ","2016","297 ","WL2 x DPR","F1"
"F ","27 ","D ","1914",NA,"WL2","Parent"
"F ","28 ","C ","2438",NA,"(CC x WL2) x (WL2)","F2"
"F ","28 ","D ","2003",NA,"TM2 x WL2","F1"
"F ","40 ","C ","1983","298 ","LV1 x WL2","F1"
"F ","40 ","D ","2529","299 ","(WL2 x BH) x (WL2 x CC)","F2"
"F ","41 ","C ","1693","300 ","SQ3","Parent"
"F ","41 ","D ","314",NA,"(TM2 x WL2) x (SQ3 x WL2)","F2"
"F ","42 ","C ","2013",NA,"WL2 x CC","F1"
"F ","42 ","D ","2315","301 ","(WL2) x (WL2 x BH)","F2"
"F ","43 ","C ","2401",NA,"SQ3","Parent"
"F ","43 ","D ","1725","302 ","TM2","Parent"
"F ","44 ","D ","2140",NA,"(TM2 x WL2) x (TM2)","F2"
"F ","45 ","C ","2407","303 ","WL1","Parent"
"F ","45 ","D ","2546","304 ","(WL2 x WV) x (CC x WL2)","F2"
"G ","4 ","A ","2460",NA,"(WL2) x (WL2 x TM2)","F2"
"G ","4 ","B ","2053","306 ","WL2 x YO11","F1"
"G ","5 ","B ","2491","307 ","WL2 x WV","F1"
"G ","6 ","A ","2092","308 ","(SQ3 x WL2) x (WL2)","F2"
"G ","6 ","B ","1604","309 ","BH","Parent"
"G ","7 ","A ","2335",NA,"(WV x TM2) x (TM2 x WL2)","F2"
"G ","7 ","B ","2351","310 ","(WV x WL2) x (WL2 x BH)","F2"
"G ","8 ","B ","2112",NA,"(SQ3 x WL2) x (WL2)","F2"
"G ","9 ","A ","2299","311 ","(WL2 x WV) x (CC x WL2)","F2"
"G ","9 ","B ","1845","312 ","WL2","Parent"
"G ","10 ","A ","2588","313 ","(DPR x TM2) x (TM2 x WL2)","F2"
"G ","11 ","B ","2372","314 ","(WV x WL2) x (WV)","F2"
"G ","12 ","A ","2263",NA,"(WL2 x TM2) x (TM2)","F2"
"G ","12 ","B ","2436","315 ","(CC x WL2) x (WL2)","F2"
"G ","13 ","A ","2021",NA,"WL2 x LV1","F1"
"G ","14 ","A ","2547",NA,"(WL2 x WV) x (CC x WL2)","F2"
"G ","14 ","B ","2250","316 ","(WL2 x TM2) x (TM2)","F2"
"G ","15 ","B ","1814","317 ","WL1","Parent"
"G ","16 ","A ","1797","318 ","TM2","Parent"
"G ","16 ","B ","2435",NA,"WL2 x YO11","F1"
"G ","17 ","A ","2572","319 ","(WV x WL2) x (WL2 x CC)","F2"
"G ","17 ","B ","1925","321 ","WV","Parent"
"G ","18 ","B ","2508","322 ","(WL2 x BH) x (WL2 x CC)","F2"
"G ","19 ","A ","2441","323 ","(LV1 x WL2) x (WL2)","F2"
"G ","19 ","B ","2215",NA,"(WL2 x BH) x (WL2 x TM2)","F2"
"G ","21 ","A ","1846",NA,"WL2","Parent"
"G ","21 ","B ","2184","324 ","(TM2) x (TM2 x WL2)","F2"
"G ","22 ","A ","2084","325 ","(DPR x TM2) x (TM2 x WL2)","F2"
"G ","23 ","A ","1776",NA,"TM2","Parent"
"G ","23 ","B ","2198","326 ","(WL2 x BH) x (WL2 x CC)","F2"
"G ","24 ","A ","1694","327 ","SQ3","Parent"
"G ","24 ","B ","2536","328 ","(WL2 x BH) x (WL2 x CC)","F2"
"G ","25 ","A ","2355","329 ","(WV x WL2) x (WL2 x CC)","F2"
"G ","26 ","A ","2561",NA,"(WV x WL2) x (WL2 x BH)","F2"
"G ","28 ","A ","2144","330 ","(TM2 x WL2) x (TM2)","F2"
"G ","28 ","B ","2565","331 ","(WV x WL2) x (WL2 x BH)","F2"
"G ","29 ","A ","2251","332 ","(WL2 x TM2) x (TM2)","F2"
"G ","29 ","B ","2216",NA,"(WL2 x BH) x (WL2 x TM2)","F2"
"G ","30 ","A ","195",NA,"WV x TM2","F1"
"G ","30 ","B ","2157","333 ","(TM2 x WL2) x (TM2)","F2"
"G ","31 ","A ","2469","334 ","(WV x WL2) x (WL2 x CC)","F2"
"G ","31 ","B ","2615","335 ","BH","Parent"
"G ","32 ","A ","2287","336 ","(WL2 x TM2) x (TM2)","F2"
"G ","32 ","B ","2199","337 ","(WL2 x BH) x (WL2 x CC)","F2"
"G ","33 ","A ","2465",NA,"(WV x WL2) x (WL2 x CC)","F2"
"G ","33 ","B ","2500","338 ","(SQ3 x WL2) x (WL2)","F2"
"G ","34 ","A ","1847",NA,"WL2","Parent"
"G ","34 ","B ","2114","339 ","(SQ3 x WL2) x (WL2)","F2"
"G ","35 ","A ","2535",NA,"(WL2 x BH) x (WL2 x CC)","F2"
"G ","36 ","A ","2548","340 ","(WL2 x WV) x (CC x WL2)","F2"
"G ","36 ","B ","1732",NA,"TM2","Parent"
"G ","37 ","B ","2527",NA,"(WL2 x BH) x (WL2 x CC)","F2"
"G ","38 ","A ","1697","341 ","SQ3","Parent"
"G ","38 ","B ","1330",NA,"(WV x WL2) x (WL2 x DPR)","F2"
"G ","39 ","B ","2094","342 ","(SQ3 x WL2) x (WL2)","F2"
"G ","40 ","A ","2171","343 ","(TM2) x (TM2 x WL2)","F2"
"G ","40 ","B ","2270","344 ","(WL2 x TM2) x (TM2)","F2"
"G ","41 ","A ","2229","345 ","(WL2 x CC) x (WL2 x BH)","F2"
"G ","41 ","B ","706",NA,"(DPR x WL2) x (YO11 x WL2)","F2"
"G ","42 ","B ","1464",NA,"(DPR x WL2) x (WV x WL2)","F2"
"G ","4 ","D ","1100",NA,"(WL2 x DPR) x (WL2)","F2"
"G ","5 ","C ","2083","346 ","(DPR x TM2) x (TM2 x WL2)","F2"
"G ","5 ","D ","YO7_5_7",NA,NA,NA
"G ","6 ","C ","2537","347 ","(WL2 x BH) x (WL2 x CC)","F2"
"G ","6 ","D ","2560",NA,"(WV x WL2) x (WL2 x BH)","F2"
"G ","7 ","D ","2024","345 ","WL2 x LV1","F1"
"G ","8 ","C ","2598","349 ","(TM2 x WL2) x (TM2)","F2"
"G ","9 ","C ","2008","350 ","WL1 x WL2","F1"
"G ","10 ","C ","2197","351 ","(WL2 x BH) x (WL2 x CC)","F2"
"G ","11 ","C ","2495",NA,"(LV1 x WL2) x (YO11 x WL2)","F2"
"G ","11 ","D ","2089",NA,"(LV1 x WL2) x (WL2)","F2"
"G ","13 ","C ","2645","352 ","(WL2 x TM2) x (TM2)","F2"
"G ","13 ","D ","1729","353 ","TM2","Parent"
"G ","14 ","C ","2142","354 ","(TM2 x WL2) x (TM2)","F2"
"G ","16 ","C ","1979","355 ","LV1 x WL2","F1"
"G ","16 ","D ","1863",NA,"WL2","Parent"
"G ","18 ","C ","2300","356 ","(WL2 x WV) x (CC x WL2)","F2"
"G ","18 ","D ","2553",NA,"(WL2 x WV) x (CC x WL2)","F2"
"G ","19 ","C ","2464",NA,"(WV x WL2) x (WL2 x CC)","F2"
"G ","19 ","D ","2556",NA,"(WV x TM2) x (WL2 x TM2)","F2"
"G ","20 ","D ","2295","357 ","(WL2 x TM2) x (WV x WL2)","F2"
"G ","21 ","C ","2233","358 ","(WL2 x TM2) x (CC x TM2)","F2"
"G ","21 ","D ","2336","359 ","(WV x TM2) x (TM2 x WL2)","F2"
"G ","22 ","C ","2439","360 ","(CC x WL2) x (WL2)","F2"
"G ","24 ","C ","2093",NA,"(SQ3 x WL2) x (WL2)","F2"
"G ","24 ","D ","2327","361 ","(WL2) x (WL2 x TM2)","F2"
"G ","25 ","C ","1891","362 ","WL2","Parent"
"G ","26 ","D ","2313","363 ","(WL2) x (WL2 x BH)","F2"
"G ","28 ","D ","2310",NA,"(WL2) x (WL2 x BH)","F2"
"G ","29 ","C ","2074","364 ","(CC x WL2) x (WL2)","F2"
"G ","30 ","C ","2635","365 ","TM2","Parent"
"G ","31 ","D ","1765","366 ","TM2","Parent"
"G ","32 ","C ","1815","368 ","WL1","Parent"
"G ","32 ","D ","1872","369 ","WL2","Parent"
"G ","33 ","C ","2421","370 ","WL1 x WL2","F1"
"G ","34 ","C ","238",NA,"(WL2 x BH) x (WL2 x TM2)","F2"
"G ","34 ","D ","2275",NA,"(WL2 x TM2) x (TM2)","F2"
"G ","35 ","C ","1394",NA,"(WV) x (WV x WL2)","F2"
"G ","35 ","D ","2301","371 ","(WL2 x WV) x (CC x WL2)","F2"
"G ","36 ","C ","1240",NA,"LV1 x TM2","F1"
"G ","36 ","D ","733",NA,"(DPR) x (WL2 x DPR)","F2"
"G ","37 ","D ","261",NA,"(WL2 x TM2) x (CC x TM2)","F2"
"G ","38 ","C ","1930","372 ","WV","Parent"
"G ","38 ","D ","1447",NA,"(DPR x WL2) x (TM2 x WL2)","F2"
"G ","39 ","C ","2321","373 ","(WL2) x (WL2 x TM2)","F2"
"G ","39 ","D ","2337",NA,"(WV x TM2) x (TM2 x WL2)","F2"
"G ","40 ","C ","2293",NA,"(WL2 x TM2) x (WL2 x BH)","F2"
"G ","40 ","D ","1624","374 ","CC","Parent"
"G ","41 ","C ","2378","375 ","(WV) x (WV x WL2)","F2"
"G ","41 ","D ","2512",NA,"(WL2 x BH) x (WL2 x CC)","F2"
"G ","42 ","C ","2358","376 ","(WV x WL2) x (WL2 x CC)","F2"
"H ","23 ","B ","734",NA,"(DPR) x (WL2 x DPR)","F2"
"I ","9 ","B ","391",NA,"BH","Parent"
"I ","10 ","A ","1272",NA,"LV1 x WL2","F1"
"I ","11 ","A ","1250",NA,"LV1 x TM2","F1"
